0.0961072,0.0961071,10.4051
0.262928,0.16682,5.99447
0.267119,0.0041911,238.601
0.27256,0.0054411,183.786
0.278057,0.0054974,181.904
0.284371,0.0063135,158.391
0.289689,0.0053179,188.044
0.298312,0.00862381,115.958
0.307911,0.00959861,104.182
0.318216,0.0103049,97.0412
0.328093,0.00987729,101.242
0.333899,0.0058063,172.227
0.340247,0.00634751,157.542
0.348165,0.00791758,126.301
0.353738,0.00557372,179.413
0.361371,0.00763258,131.017
0.368327,0.00695592,143.762
0.373739,0.0054124,184.761
0.380522,0.00678298,147.428
0.387186,0.00666341,150.073
0.393368,0.00618219,161.755
0.398854,0.0054864,182.269
0.405075,0.0062204,160.761
0.411027,0.0059526,167.994
0.417146,0.00611922,163.419
0.422469,0.00532249,187.882
0.427159,0.00469011,213.215
0.431897,0.00473759,211.078
0.435986,0.0040893,244.541
0.43971,0.0037244,268.5
0.443422,0.00371122,269.453
0.447773,0.00435129,229.817
0.451855,0.0040819,244.984
0.455734,0.0038788,257.812
0.459621,0.00388798,257.203
0.46399,0.00436822,228.926
0.467914,0.0039238,254.855
0.471792,0.0038785,257.831
0.475539,0.00374708,266.875
0.479846,0.00430691,232.185
0.483912,0.0040665,245.912
0.487816,0.00390339,256.188
0.491906,0.00408971,244.516
0.498331,0.0064255,155.63
0.503172,0.00484052,206.589
0.507954,0.00478226,209.106
0.51339,0.00543624,183.951
0.51826,0.00487006,205.336
0.523063,0.00480312,208.198
0.528766,0.00570261,175.358
0.533745,0.00497895,200.845
0.538596,0.00485152,206.121
0.543709,0.00511283,195.587
0.548999,0.00528979,189.043
0.553807,0.00480789,207.991
0.558576,0.00476879,209.697
0.563959,0.00538331,185.759
0.568772,0.00481278,207.78
0.573537,0.00476533,209.849
0.579262,0.00572526,174.664
0.584068,0.00480574,208.084
0.588839,0.00477099,209.6
0.59366,0.00482041,207.451
0.598963,0.00530356,188.553
0.603724,0.0047611,210.036
0.608811,0.0050869,196.583
0.614645,0.00583363,171.42
0.619464,0.00481957,207.487
0.624463,0.0049991,200.036
0.629627,0.00516343,193.67
0.634387,0.0047605,210.062
0.639357,0.00496966,201.221
0.644445,0.00508785,196.547
0.649261,0.00481647,207.621
0.654742,0.00548023,182.474
0.659748,0.00500697,199.722
0.665019,0.00527018,189.747
0.670828,0.00580972,172.125
0.675583,0.00475502,210.304
0.680858,0.00527477,189.582
0.686794,0.00593531,168.483
0.691776,0.00498271,200.694
0.69707,0.00529426,188.884
0.701947,0.0048762,205.078
0.70674,0.00479305,208.636
0.712377,0.00563747,177.385
0.718097,0.00572014,174.821
0.722975,0.00487727,205.033
0.728684,0.00570989,175.135
0.733947,0.00526202,190.041
0.738847,0.00490087,204.045
0.743581,0.0047332,211.273
0.749893,0.00631201,158.428
0.755083,0.00519013,192.673
0.759908,0.00482529,207.241
0.764504,0.00459599,217.581
0.768308,0.00380391,262.887
0.772037,0.00372928,268.148
0.77558,0.00354278,282.264
0.780015,0.00443512,225.473
0.783785,0.00377011,265.244
0.787592,0.00380695,262.678
0.791332,0.00374013,267.37
0.796052,0.00471991,211.868
0.799991,0.00393927,253.854
0.803921,0.00392991,254.459
0.807772,0.0038501,259.733
0.812144,0.0043726,228.697
0.816105,0.00396121,252.448
0.81999,0.00388449,257.434
0.823819,0.0038287,261.185
0.829094,0.00527567,189.55
0.832953,0.00385892,259.14
0.837019,0.00406599,245.943
0.841905,0.00488544,204.69
0.846672,0.00476766,209.747
0.850758,0.0040862,244.726
0.854848,0.00408983,244.509
0.85894,0.00409168,244.398
0.863486,0.00454628,219.96
0.867559,0.00407314,245.511
0.871585,0.00402617,248.375
0.875784,0.00419819,238.198
0.880304,0.00452,221.239
0.884316,0.00401193,249.257
0.888967,0.00465161,214.98
0.893346,0.00437921,228.352
0.898525,0.00517815,193.119
0.90325,0.00472492,211.644
0.908095,0.00484598,206.357
0.91338,0.00528425,189.242
0.918151,0.00477147,209.579
0.922911,0.00476021,210.075
0.928636,0.00572431,174.694
0.933537,0.00490087,204.045
0.938579,0.00504279,198.303
0.943403,0.0048241,207.292
0.948711,0.00530714,188.425
0.953871,0.00516039,193.784
0.958596,0.0047245,211.662
0.96397,0.00537449,186.064
0.969693,0.00572312,174.73
0.973546,0.0038529,259.544
0.978833,0.00528669,189.154
0.984135,0.00530261,188.586
0.98789,0.0037542,266.368
0.991569,0.00367969,271.762
0.996634,0.00506508,197.43
1.00112,0.00448221,223.104
1.00634,0.00521994,191.573
1.0118,0.00545859,183.197
